elapsed_s,timestamp,pressure_hpa,gps_accuracy_m,gps_speed_mps,mag_ut
76,2026-07-13T13:28:02Z,1000.34,11.37,8.10,18.49
77,2026-07-13T13:28:03Z,1000.29,10.52,8.15,18.20
78,2026-07-13T13:28:04Z,1000.23,9.69,8.20,17.68
79,2026-07-13T13:28:05Z,1000.17,9.11,7.78,18.72
80,2026-07-13T13:28:06Z,1000.13,8.77,7.37,20.29
81,2026-07-13T13:28:07Z,1000.10,9.20,7.03,29.59
82,2026-07-13T13:28:08Z,1000.07,8.82,6.78,32.15
83,2026-07-13T13:28:09Z,1000.04,8.59,6.53,34.74
84,2026-07-13T13:28:10Z,1000.01,8.45,6.40,22.70
85,2026-07-13T13:28:11Z,1000.01,9.13,6.36,25.00
86,2026-07-13T13:28:12Z,999.98,9.31,6.18,41.41
87,2026-07-13T13:28:13Z,999.95,9.08,5.79,34.32
88,2026-07-13T13:28:14Z,999.92,8.92,5.26,28.09
89,2026-07-13T13:28:15Z,999.90,8.81,4.60,29.79
90,2026-07-13T13:28:16Z,999.89,8.72,3.99,45.85
91,2026-07-13T13:28:17Z,999.87,8.96,3.42,59.38
92,2026-07-13T13:28:18Z,999.86,8.89,2.53,60.88
93,2026-07-13T13:28:19Z,999.84,8.92,1.60,56.75
94,2026-07-13T13:28:20Z,999.82,8.85,0.89,47.94
95,2026-07-13T13:28:21Z,999.81,8.79,0.23,45.80
96,2026-07-13T13:28:22Z,999.80,8.74,0.09,37.11
97,2026-07-13T13:28:23Z,999.79,8.69,0.16,31.45
98,2026-07-13T13:28:24Z,999.78,8.65,0.21,31.04
99,2026-07-13T13:28:25Z,999.77,8.62,0.19,40.03
100,2026-07-13T13:28:26Z,999.77,8.80,0.00,39.63
101,2026-07-13T13:28:27Z,999.77,8.76,0.14,36.12
102,2026-07-13T13:28:28Z,999.76,9.14,0.13,33.10
103,2026-07-13T13:28:29Z,999.75,10.13,0.07,33.03
104,2026-07-13T13:28:30Z,999.74,10.19,0.00,32.00
105,2026-07-13T13:28:31Z,999.74,10.56,1.18,33.21
106,2026-07-13T13:28:32Z,999.74,11.19,2.23,26.01
107,2026-07-13T13:28:33Z,999.74,11.09,3.10,24.56
108,2026-07-13T13:28:34Z,999.73,10.94,3.82,49.92
109,2026-07-13T13:28:35Z,999.71,10.79,4.29,31.48
110,2026-07-13T13:28:36Z,999.69,10.65,5.13,29.62
111,2026-07-13T13:28:37Z,999.66,10.52,5.38,34.31
112,2026-07-13T13:28:38Z,999.63,10.42,5.29,32.48
113,2026-07-13T13:28:39Z,999.59,10.68,5.09,26.68
114,2026-07-13T13:28:40Z,999.56,10.54,5.05,29.23
115,2026-07-13T13:28:41Z,999.53,10.42,5.13,29.66
116,2026-07-13T13:28:42Z,999.53,10.30,5.13,24.94
117,2026-07-13T13:28:43Z,999.50,10.18,5.84,24.32
118,2026-07-13T13:28:44Z,999.47,10.00,7.00,22.94
119,2026-07-13T13:28:45Z,999.44,9.59,8.12,21.58
120,2026-07-13T13:28:46Z,999.41,9.14,9.14,22.41
121,2026-07-13T13:28:47Z,999.37,8.73,9.91,21.93
122,2026-07-13T13:28:48Z,999.33,9.43,9.72,22.88
123,2026-07-13T13:28:49Z,999.29,10.96,9.80,22.46
124,2026-07-13T13:28:50Z,999.25,11.54,9.95,23.52
125,2026-07-13T13:28:51Z,999.21,10.47,9.60,22.67
126,2026-07-13T13:28:52Z,999.17,9.42,9.63,22.43
127,2026-07-13T13:28:53Z,999.14,8.92,8.29,21.93
128,2026-07-13T13:28:54Z,999.12,8.63,7.41,22.01
129,2026-07-13T13:28:55Z,999.11,8.43,7.90,21.80
130,2026-07-13T13:28:56Z,999.10,9.01,7.56,21.35
131,2026-07-13T13:28:57Z,999.10,8.72,5.84,21.35
132,2026-07-13T13:28:58Z,999.10,8.63,4.15,21.04
133,2026-07-13T13:28:59Z,999.11,8.52,2.06,21.10
134,2026-07-13T13:29:00Z,999.13,8.45,1.56,21.11
135,2026-07-13T13:29:01Z,999.14,8.39,0.96,20.16
136,2026-07-13T13:29:02Z,999.16,8.35,0.00,20.33
137,2026-07-13T13:29:03Z,999.17,8.31,0.00,20.10
138,2026-07-13T13:29:04Z,999.18,8.28,0.00,19.73
139,2026-07-13T13:29:05Z,999.18,8.26,0.00,20.38
140,2026-07-13T13:29:06Z,999.18,8.24,1.86,19.24
141,2026-07-13T13:29:07Z,999.17,8.22,2.28,20.97
142,2026-07-13T13:29:08Z,999.16,8.21,3.21,22.74
143,2026-07-13T13:29:09Z,999.15,8.20,3.36,22.71
144,2026-07-13T13:29:10Z,999.13,8.18,3.38,22.11
145,2026-07-13T13:29:11Z,999.12,8.17,4.42,17.04
146,2026-07-13T13:29:12Z,999.12,8.16,5.38,15.76
147,2026-07-13T13:29:13Z,999.10,8.16,5.98,15.40
148,2026-07-13T13:29:14Z,999.08,8.15,6.28,13.47
149,2026-07-13T13:29:15Z,999.05,8.13,6.76,13.17
150,2026-07-13T13:29:16Z,999.01,8.11,7.29,12.10
151,2026-07-13T13:29:17Z,998.99,8.09,7.49,12.91
152,2026-07-13T13:29:18Z,998.98,8.07,7.44,13.71
153,2026-07-13T13:29:19Z,998.95,8.37,7.81,14.38
154,2026-07-13T13:29:20Z,998.94,8.26,8.49,13.31
155,2026-07-13T13:29:21Z,998.93,8.16,9.33,13.45
156,2026-07-13T13:29:22Z,998.92,8.18,9.72,12.59
157,2026-07-13T13:29:23Z,998.92,8.11,10.01,12.66
158,2026-07-13T13:29:24Z,998.94,8.06,9.98,12.66
159,2026-07-13T13:29:25Z,998.95,8.04,10.14,13.14
160,2026-07-13T13:29:26Z,998.97,8.02,10.31,13.96
161,2026-07-13T13:29:27Z,998.97,8.01,10.52,13.86
162,2026-07-13T13:29:28Z,998.99,8.01,10.40,13.97
163,2026-07-13T13:29:29Z,999.01,8.00,10.42,14.25
164,2026-07-13T13:29:30Z,999.02,8.00,10.27,14.08
165,2026-07-13T13:29:31Z,999.04,8.00,10.31,14.72
166,2026-07-13T13:29:32Z,999.06,8.00,10.11,14.78
167,2026-07-13T13:29:33Z,999.08,8.00,9.89,15.01
168,2026-07-13T13:29:34Z,999.11,8.00,9.60,15.35
169,2026-07-13T13:29:35Z,999.13,8.00,9.68,14.45
170,2026-07-13T13:29:36Z,999.16,8.00,9.77,14.43
171,2026-07-13T13:29:37Z,999.18,8.00,9.85,14.99
172,2026-07-13T13:29:38Z,999.20,8.00,9.88,15.07
173,2026-07-13T13:29:39Z,999.22,8.00,10.04,14.35
174,2026-07-13T13:29:40Z,999.24,8.00,10.27,14.44
175,2026-07-13T13:29:41Z,999.26,8.00,10.31,14.44
176,2026-07-13T13:29:42Z,999.26,8.18,10.52,15.91
177,2026-07-13T13:29:43Z,999.28,8.10,10.64,14.79
178,2026-07-13T13:29:44Z,999.31,8.68,10.47,15.18
179,2026-07-13T13:29:45Z,999.35,8.38,10.41,14.81
180,2026-07-13T13:29:46Z,999.39,8.62,9.91,16.87
181,2026-07-13T13:29:47Z,999.44,9.89,9.66,18.05
182,2026-07-13T13:29:48Z,999.50,9.08,9.32,16.41
183,2026-07-13T13:29:49Z,999.54,12.26,9.37,16.15
184,2026-07-13T13:29:50Z,999.57,13.55,8.99,16.51
185,2026-07-13T13:29:51Z,999.60,13.31,6.65,17.11
186,2026-07-13T13:29:52Z,999.63,12.57,4.40,17.58
187,2026-07-13T13:29:53Z,999.67,11.66,2.59,20.78
188,2026-07-13T13:29:54Z,999.71,12.24,0.85,24.38
189,2026-07-13T13:29:55Z,999.74,11.63,0.06,21.77
190,2026-07-13T13:29:56Z,999.77,11.69,0.10,23.68
191,2026-07-13T13:29:57Z,999.77,11.42,0.11,24.58
192,2026-07-13T13:29:58Z,999.77,11.08,0.11,24.88

EXPECTED 187
